gene_id	SRR326279	SRR326280	SRR326281	SRR326282
hsa-miR-4459	0.00	0.00	0.00	0.00
hsa-miR-4460	0.00	0.00	0.00	0.00
hsa-miR-4461	0.00	0.00	0.00	0.00
hsa-miR-4462	0.00	0.00	0.00	0.00
hsa-miR-4463	0.00	0.00	0.00	0.00
hsa-miR-4464	0.00	0.00	0.00	0.00
hsa-miR-4465	0.00	0.00	0.00	0.00
hsa-miR-4466	0.00	0.00	0.00	0.00
hsa-miR-4467	0.00	0.00	0.00	0.00
hsa-miR-4468	0.00	0.00	0.00	0.00
hsa-miR-4469	0.00	0.00	0.00	0.00
hsa-miR-4470	0.00	0.00	0.00	0.00
hsa-miR-4471	0.00	0.00	0.00	0.00
hsa-miR-4472	0.00	0.00	0.00	0.00
hsa-miR-4473	0.00	0.00	0.00	0.00
hsa-miR-4474-3p	0.00	0.00	0.00	0.00
hsa-miR-4474-5p	0.00	0.00	0.00	0.00
hsa-miR-4475	0.00	0.00	0.00	0.00
hsa-miR-4476	0.00	0.00	0.00	0.00
hsa-miR-4477a	0.00	0.00	0.00	0.00
hsa-miR-4477b	0.00	0.00	0.00	0.00
hsa-miR-4478	0.00	0.00	0.00	0.00
hsa-miR-4479	0.00	0.00	0.00	0.00
hsa-miR-448	0.00	0.00	0.00	0.00
hsa-miR-4480	0.00	0.00	0.00	0.00
hsa-miR-4481	0.00	0.00	0.00	0.00
hsa-miR-4482-3p	0.00	0.00	0.00	0.00
hsa-miR-4482-5p	0.00	0.00	0.00	0.00
hsa-miR-4483	0.00	0.00	0.00	0.00
hsa-miR-4484	0.00	0.00	0.00	0.00
hsa-miR-4485	0.00	0.00	0.00	0.00
hsa-miR-4486	0.00	0.00	0.00	0.00
hsa-miR-4487	0.00	0.00	0.00	0.00
hsa-miR-4488	64.00	1.00	40.00	0.00
hsa-miR-4489	0.00	0.00	0.00	0.00
hsa-miR-4490	0.00	0.00	0.00	0.00
hsa-miR-4491	0.00	0.00	0.00	0.00
hsa-miR-4492	0.00	0.00	0.00	0.00
hsa-miR-4493	0.00	0.00	0.00	0.00
hsa-miR-4494	0.00	0.00	0.00	0.00
hsa-miR-4495	0.00	0.00	0.00	0.00
hsa-miR-4496	0.00	0.00	0.00	0.00
hsa-miR-4497	0.00	0.00	0.00	0.00
hsa-miR-4498	0.00	2.00	0.00	0.00
hsa-miR-4499	0.00	0.00	0.00	0.00
hsa-miR-449a	0.00	0.00	0.00	0.00
hsa-miR-449b-3p	0.00	0.00	0.00	0.00
hsa-miR-449b-5p	0.00	0.00	0.00	0.00
hsa-miR-449c-3p	0.00	0.00	0.00	0.00
hsa-miR-449c-5p	0.00	0.00	0.00	0.00
hsa-miR-4500	0.00	0.00	0.00	0.00
hsa-miR-4501	0.00	0.00	0.00	0.00
hsa-miR-4502	0.00	0.00	0.00	0.00
hsa-miR-4503	0.00	0.00	0.00	0.00
hsa-miR-4504	0.00	0.00	0.00	0.00
hsa-miR-4505	0.00	0.00	0.00	0.00
hsa-miR-4506	0.00	0.00	0.00	0.00
hsa-miR-4507	0.00	1.00	0.00	0.00
hsa-miR-4508	0.00	0.00	1.00	0.00
hsa-miR-4509	0.00	0.00	0.00	0.00
hsa-miR-450a-3p	0.00	0.00	0.00	0.00
hsa-miR-450a-5p	0.00	0.00	0.00	0.00
hsa-miR-450b-3p	0.00	0.00	0.00	0.00
hsa-miR-450b-5p	0.00	1.00	1.00	0.00
hsa-miR-4510	0.00	1.00	0.00	0.00
hsa-miR-4511	0.00	0.00	0.00	0.00
hsa-miR-4512	0.00	0.00	1.00	1.00
hsa-miR-4513	0.00	0.00	0.00	0.00
hsa-miR-4514	0.00	0.00	0.00	0.00
hsa-miR-4515	0.00	0.00	0.00	0.00
hsa-miR-4516	0.00	0.00	0.00	0.00
hsa-miR-4517	0.00	0.00	0.00	0.00
hsa-miR-4518	0.00	0.00	0.00	0.00
hsa-miR-4519	0.00	0.00	0.00	0.00
hsa-miR-451a	0.00	0.00	0.00	0.00
hsa-miR-451b	0.00	0.00	0.00	0.00
hsa-miR-4520a-3p	0.00	0.00	0.00	0.00
hsa-miR-4520a-5p	0.00	0.00	0.00	0.00
hsa-miR-4520b-3p	0.00	0.00	0.00	0.00
hsa-miR-4520b-5p	0.00	0.00	0.00	0.00
hsa-miR-4521	0.00	0.00	0.00	0.00
hsa-miR-4522	0.00	0.00	0.00	0.00
hsa-miR-4523	0.00	0.00	0.00	0.00
hsa-miR-452-3p	0.00	0.00	0.00	0.00
hsa-miR-4524a-3p	0.00	0.00	0.00	0.00
hsa-miR-4524a-5p	0.00	0.00	0.00	0.00
hsa-miR-4524b-3p	0.00	0.00	0.00	0.00
hsa-miR-4524b-5p	0.00	0.00	0.00	0.00
hsa-miR-4525	0.00	0.00	0.00	0.00
hsa-miR-452-5p	0.00	0.00	0.00	0.00
hsa-miR-4526	0.00	0.00	0.00	0.00
hsa-miR-4527	0.00	0.00	0.00	0.00
hsa-miR-4528	0.00	0.00	0.00	0.00
hsa-miR-4529-3p	0.00	0.00	0.00	0.00
hsa-miR-4529-5p	0.00	0.00	0.00	0.00
hsa-miR-4530	0.00	0.00	0.00	0.00
hsa-miR-4531	0.00	0.00	0.00	0.00
hsa-miR-4532	0.00	0.00	0.00	0.00
hsa-miR-4533	0.00	0.00	0.00	0.00
hsa-miR-4534	0.00	0.00	0.00	0.00
hsa-miR-4535	0.00	0.00	0.00	0.00
hsa-miR-4536-3p	0.00	0.00	0.00	0.00
hsa-miR-4536-5p	0.00	0.00	0.00	0.00
hsa-miR-4537	0.00	0.00	0.00	0.00
hsa-miR-4538	0.00	0.00	0.00	0.00
hsa-miR-4539	0.00	0.00	0.00	0.00
hsa-miR-4540	0.00	0.00	0.00	0.00
hsa-miR-454-3p	0.00	0.00	0.00	0.00
hsa-miR-454-5p	0.00	0.00	0.00	0.00
hsa-miR-455-3p	0.00	0.00	0.00	0.00
hsa-miR-455-5p	1.00	0.00	0.00	0.00
hsa-miR-4632-3p	0.00	0.00	0.00	0.00
hsa-miR-4632-5p	0.00	0.00	0.00	0.00
hsa-miR-4633-3p	0.00	0.00	0.00	0.00
hsa-miR-4633-5p	0.00	0.00	0.00	0.00
hsa-miR-4634	0.00	0.00	0.00	0.00
hsa-miR-4635	0.00	0.00	0.00	0.00
hsa-miR-4636	0.00	0.00	0.00	0.00
hsa-miR-4637	0.00	0.00	0.00	0.00
hsa-miR-4638-3p	0.00	1.00	0.00	0.00
hsa-miR-4638-5p	0.00	0.00	0.00	0.00
hsa-miR-4639-3p	0.00	0.00	0.00	0.00
hsa-miR-4639-5p	0.00	0.00	0.00	0.00
hsa-miR-4640-3p	0.00	0.00	0.00	0.00
hsa-miR-4640-5p	0.00	0.00	0.00	0.00
hsa-miR-4641	0.00	0.00	0.00	0.00
hsa-miR-4642	0.00	0.00	0.00	0.00
hsa-miR-4643	0.00	0.00	0.00	0.00
hsa-miR-4644	2.00	4.00	1.00	3.00
hsa-miR-4645-3p	0.00	0.00	0.00	0.00
hsa-miR-4645-5p	0.00	0.00	0.00	0.00
hsa-miR-4646-3p	0.00	0.00	0.00	0.00
hsa-miR-4646-5p	0.00	0.00	0.00	0.00
hsa-miR-4647	0.00	0.00	0.00	0.00
hsa-miR-4648	0.00	0.00	0.00	0.00
hsa-miR-4649-3p	0.00	0.00	0.00	0.00
hsa-miR-4649-5p	0.00	0.00	0.00	0.00
hsa-miR-4650-3p	0.00	0.00	0.00	0.00
hsa-miR-4650-5p	0.00	0.00	0.00	0.00
hsa-miR-4651	0.00	0.00	0.00	0.00
hsa-miR-4652-3p	0.00	0.00	0.00	0.00
hsa-miR-4652-5p	0.00	0.00	0.00	0.00
hsa-miR-4653-3p	0.00	0.00	0.00	0.00
hsa-miR-4653-5p	0.00	0.00	0.00	0.00
hsa-miR-4654	56.00	39.00	14.00	33.00
hsa-miR-4655-3p	0.00	0.00	0.00	0.00
hsa-miR-4655-5p	0.00	0.00	0.00	0.00
hsa-miR-4656	0.00	0.00	0.00	0.00
hsa-miR-4657	0.00	0.00	0.00	0.00
hsa-miR-4658	0.00	0.00	0.00	0.00
hsa-miR-4659a-3p	0.00	0.00	0.00	1.00
hsa-miR-4659a-5p	0.00	0.00	0.00	0.00
hsa-miR-4659b-3p	0.00	0.00	0.00	1.00
hsa-miR-4659b-5p	0.00	0.00	0.00	0.00
hsa-miR-466	0.00	0.00	0.00	0.00
hsa-miR-4660	0.00	0.00	0.00	0.00
hsa-miR-4661-3p	0.00	0.00	0.00	0.00
hsa-miR-4661-5p	0.00	1.00	0.00	0.00
hsa-miR-4662a-3p	0.00	0.00	0.00	0.00
hsa-miR-4662a-5p	0.00	0.00	0.00	0.00
hsa-miR-4662b	0.00	0.00	0.00	0.00
hsa-miR-4663	0.00	0.00	0.00	0.00
hsa-miR-4664-3p	0.00	0.00	0.00	0.00
hsa-miR-4664-5p	0.00	0.00	0.00	0.00
hsa-miR-4665-3p	0.00	0.00	0.00	0.00
hsa-miR-4665-5p	0.00	0.00	0.00	0.00
hsa-miR-4666a-3p	0.00	2.00	0.00	0.00
hsa-miR-4666a-5p	6.00	0.00	4.00	2.00
hsa-miR-4666b	0.00	0.00	0.00	0.00
hsa-miR-4667-3p	0.00	0.00	0.00	0.00
hsa-miR-4667-5p	0.00	0.00	0.00	0.00
hsa-miR-4668-3p	0.00	0.00	0.00	0.00
hsa-miR-4668-5p	0.00	0.00	0.00	0.00
hsa-miR-4669	0.00	0.00	0.00	0.00
hsa-miR-4670-3p	0.00	0.00	0.00	0.00
hsa-miR-4670-5p	0.00	0.00	0.00	0.00
hsa-miR-4671-3p	0.00	0.00	0.00	0.00
hsa-miR-4671-5p	0.00	0.00	0.00	0.00
hsa-miR-4672	0.00	0.00	0.00	0.00
hsa-miR-4673	0.00	0.00	0.00	0.00
hsa-miR-4674	0.00	0.00	0.00	0.00
hsa-miR-4675	0.00	0.00	0.00	0.00
hsa-miR-4676-3p	0.00	0.00	0.00	0.00
hsa-miR-4676-5p	0.00	0.00	0.00	0.00
hsa-miR-4677-3p	54.00	82.00	24.00	43.00
hsa-miR-4677-5p	3.00	9.00	1.00	2.00
hsa-miR-4678	0.00	0.00	0.00	0.00
hsa-miR-4679	0.00	0.00	0.00	0.00
hsa-miR-4680-3p	0.00	0.00	0.00	0.00
hsa-miR-4680-5p	0.00	0.00	0.00	0.00
hsa-miR-4681	0.00	0.00	0.00	0.00
hsa-miR-4682	0.00	0.00	0.00	0.00
hsa-miR-4683	0.00	0.00	0.00	0.00
hsa-miR-4684-3p	0.00	1.00	0.00	0.00
hsa-miR-4684-5p	0.00	0.00	0.00	0.00
hsa-miR-4685-3p	0.00	0.00	0.00	0.00
hsa-miR-4685-5p	0.00	0.00	0.00	0.00
hsa-miR-4686	0.00	0.00	0.00	0.00
hsa-miR-4687-3p	0.00	0.00	0.00	0.00
hsa-miR-4687-5p	0.00	0.00	0.00	0.00
hsa-miR-4688	0.00	0.00	0.00	0.00
hsa-miR-4689	5.00	0.00	0.00	0.00
hsa-miR-4690-3p	0.00	0.00	0.00	0.00
hsa-miR-4690-5p	0.00	0.00	0.00	0.00
hsa-miR-4691-3p	0.00	0.00	0.00	0.00
hsa-miR-4691-5p	0.00	0.00	0.00	0.00
hsa-miR-4692	0.00	0.00	0.00	0.00
hsa-miR-4693-3p	0.00	0.00	0.00	0.00
hsa-miR-4693-5p	0.00	0.00	0.00	0.00
hsa-miR-4694-3p	0.00	0.00	0.00	0.00
hsa-miR-4694-5p	0.00	0.00	0.00	0.00
hsa-miR-4695-3p	1.00	0.00	0.00	0.00
hsa-miR-4695-5p	1.00	0.00	0.00	1.00
hsa-miR-4696	0.00	0.00	0.00	0.00
hsa-miR-4697-3p	0.00	0.00	0.00	0.00
hsa-miR-4697-5p	0.00	0.00	0.00	0.00
hsa-miR-4698	0.00	0.00	0.00	0.00
hsa-miR-4699-3p	0.00	0.00	0.00	0.00
hsa-miR-4699-5p	0.00	0.00	0.00	0.00
hsa-miR-4700-3p	0.00	0.00	0.00	0.00
hsa-miR-4700-5p	0.00	0.00	0.00	0.00
hsa-miR-4701-3p	0.00	0.00	0.00	0.00
hsa-miR-4701-5p	0.00	0.00	0.00	0.00
hsa-miR-4703-3p	0.00	0.00	0.00	0.00
hsa-miR-4703-5p	0.00	0.00	0.00	0.00
hsa-miR-4704-3p	0.00	0.00	0.00	0.00
hsa-miR-4704-5p	0.00	0.00	0.00	0.00
hsa-miR-4705	0.00	0.00	0.00	0.00
hsa-miR-4706	0.00	0.00	2.00	0.00
hsa-miR-4707-3p	0.00	0.00	0.00	1.00
hsa-miR-4707-5p	1.00	0.00	0.00	0.00
hsa-miR-4708-3p	0.00	0.00	0.00	0.00
hsa-miR-4708-5p	0.00	0.00	0.00	0.00
hsa-miR-4709-3p	0.00	0.00	0.00	0.00
hsa-miR-4709-5p	0.00	0.00	0.00	0.00
hsa-miR-4710	0.00	0.00	0.00	0.00
hsa-miR-4711-3p	0.00	0.00	0.00	0.00
hsa-miR-4711-5p	0.00	0.00	0.00	0.00
hsa-miR-4712-3p	0.00	0.00	0.00	0.00
hsa-miR-4712-5p	0.00	0.00	0.00	0.00
hsa-miR-4713-3p	0.00	0.00	0.00	0.00
hsa-miR-4713-5p	0.00	0.00	0.00	0.00
hsa-miR-4714-3p	0.00	1.00	0.00	0.00
hsa-miR-4714-5p	0.00	0.00	0.00	0.00
hsa-miR-4715-3p	0.00	0.00	0.00	0.00
hsa-miR-4715-5p	0.00	0.00	0.00	0.00
hsa-miR-4716-3p	0.00	0.00	0.00	0.00
hsa-miR-4716-5p	0.00	0.00	0.00	0.00
hsa-miR-4717-3p	0.00	0.00	0.00	0.00
hsa-miR-4717-5p	0.00	0.00	0.00	0.00
hsa-miR-4718	0.00	0.00	0.00	0.00
hsa-miR-4719	0.00	0.00	0.00	0.00
hsa-miR-4720-3p	0.00	0.00	0.00	0.00
hsa-miR-4720-5p	0.00	1.00	0.00	0.00
hsa-miR-4721	1.00	0.00	0.00	0.00
hsa-miR-4722-3p	0.00	0.00	0.00	0.00
hsa-miR-4722-5p	0.00	0.00	0.00	0.00
hsa-miR-4723-3p	0.00	0.00	0.00	0.00
hsa-miR-4723-5p	0.00	0.00	0.00	0.00
hsa-miR-4724-3p	0.00	0.00	0.00	0.00
hsa-miR-4724-5p	0.00	0.00	0.00	0.00
hsa-miR-4725-3p	0.00	0.00	0.00	0.00
hsa-miR-4725-5p	0.00	0.00	0.00	0.00
hsa-miR-4726-3p	0.00	0.00	0.00	0.00
hsa-miR-4726-5p	0.00	0.00	0.00	0.00
hsa-miR-4727-3p	0.00	0.00	0.00	0.00
hsa-miR-4727-5p	0.00	0.00	0.00	0.00
hsa-miR-4728-3p	0.00	0.00	0.00	0.00
hsa-miR-4728-5p	0.00	0.00	0.00	0.00
hsa-miR-4729	0.00	0.00	0.00	0.00
hsa-miR-4730	0.00	0.00	0.00	0.00
hsa-miR-4731-3p	0.00	0.00	0.00	0.00
hsa-miR-4731-5p	0.00	0.00	0.00	0.00
hsa-miR-4732-3p	0.00	0.00	0.00	0.00
hsa-miR-4732-5p	0.00	0.00	0.00	0.00
hsa-miR-4733-3p	0.00	0.00	0.00	0.00
hsa-miR-4733-5p	0.00	0.00	0.00	0.00
hsa-miR-4734	0.00	0.00	0.00	0.00
hsa-miR-4735-3p	0.00	0.00	0.00	0.00
hsa-miR-4735-5p	0.00	0.00	0.00	0.00
hsa-miR-4736	0.00	0.00	0.00	0.00
hsa-miR-4737	0.00	0.00	0.00	0.00
hsa-miR-4738-3p	0.00	0.00	0.00	0.00
hsa-miR-4738-5p	0.00	0.00	0.00	0.00
hsa-miR-4739	0.00	0.00	0.00	0.00
hsa-miR-4740-3p	0.00	0.00	0.00	0.00
hsa-miR-4740-5p	0.00	0.00	0.00	0.00
hsa-miR-4741	2.00	1.00	0.00	0.00
hsa-miR-4742-3p	21.00	39.00	4.00	11.00
hsa-miR-4742-5p	1.00	0.00	0.00	0.00
hsa-miR-4743-3p	0.00	0.00	0.00	0.00
hsa-miR-4743-5p	1.00	0.00	0.00	0.00
hsa-miR-4744	0.00	0.00	0.00	0.00
hsa-miR-4745-3p	0.00	0.00	0.00	0.00
hsa-miR-4745-5p	1.00	0.00	0.00	0.00
hsa-miR-4746-3p	0.00	0.00	0.00	0.00
hsa-miR-4746-5p	0.00	0.00	0.00	0.00
hsa-miR-4747-3p	0.00	0.00	0.00	0.00
hsa-miR-4747-5p	0.00	0.00	0.00	0.00
hsa-miR-4748	0.00	0.00	0.00	0.00
hsa-miR-4749-3p	0.00	0.00	0.00	0.00
hsa-miR-4749-5p	0.00	0.00	0.00	0.00
hsa-miR-4750-3p	0.00	0.00	0.00	0.00
hsa-miR-4750-5p	0.00	0.00	0.00	0.00
hsa-miR-4751	0.00	0.00	0.00	0.00
hsa-miR-4752	0.00	0.00	0.00	0.00
hsa-miR-4753-3p	1.00	2.00	0.00	1.00
hsa-miR-4753-5p	1.00	1.00	0.00	1.00
hsa-miR-4754	0.00	0.00	0.00	0.00
hsa-miR-4755-3p	0.00	0.00	0.00	0.00
hsa-miR-4755-5p	0.00	0.00	0.00	0.00
hsa-miR-4756-3p	0.00	0.00	0.00	0.00
hsa-miR-4756-5p	0.00	0.00	0.00	0.00
hsa-miR-4757-3p	0.00	0.00	0.00	0.00
hsa-miR-4757-5p	0.00	0.00	0.00	0.00
hsa-miR-4758-3p	0.00	0.00	0.00	0.00
hsa-miR-4758-5p	0.00	0.00	0.00	0.00
hsa-miR-4759	0.00	0.00	0.00	0.00
hsa-miR-4760-3p	0.00	0.00	0.00	0.00
hsa-miR-4760-5p	1.00	1.00	0.00	0.00
hsa-miR-4761-3p	0.00	0.00	0.00	0.00
hsa-miR-4761-5p	0.00	0.00	0.00	0.00
hsa-miR-4762-3p	0.00	0.00	0.00	0.00
hsa-miR-4762-5p	0.00	0.00	0.00	0.00
hsa-miR-4763-3p	0.00	0.00	0.00	0.00
hsa-miR-4763-5p	0.00	0.00	0.00	0.00
hsa-miR-4764-3p	0.00	0.00	0.00	0.00
hsa-miR-4764-5p	0.00	0.00	0.00	0.00
hsa-miR-4765	0.00	0.00	0.00	0.00
hsa-miR-4766-3p	1.00	1.00	0.00	1.00
hsa-miR-4766-5p	0.00	0.00	0.00	0.00
hsa-miR-4767	0.00	0.00	0.00	0.00
hsa-miR-4768-3p	0.00	0.00	0.00	0.00
hsa-miR-4768-5p	0.00	0.00	0.00	0.00
hsa-miR-4769-3p	0.00	0.00	0.00	0.00
hsa-miR-4769-5p	0.00	0.00	0.00	0.00
hsa-miR-4770	0.00	0.00	0.00	0.00
hsa-miR-4771	0.00	0.00	0.00	0.00
hsa-miR-4772-3p	0.00	0.00	0.00	0.00
hsa-miR-4772-5p	0.00	0.00	0.00	0.00
hsa-miR-4773	0.00	0.00	0.00	0.00
hsa-miR-4774-3p	0.00	0.00	0.00	0.00
hsa-miR-4774-5p	0.00	1.00	0.00	0.00
hsa-miR-4775	0.00	0.00	0.00	0.00
hsa-miR-4776-3p	0.00	0.00	0.00	0.00
hsa-miR-4776-5p	0.00	0.00	0.00	0.00
hsa-miR-4777-3p	0.00	0.00	0.00	0.00
hsa-miR-4777-5p	0.00	0.00	0.00	0.00
hsa-miR-4778-3p	0.00	0.00	0.00	0.00
hsa-miR-4778-5p	0.00	0.00	0.00	0.00
hsa-miR-4779	0.00	0.00	0.00	0.00
hsa-miR-4780	0.00	0.00	0.00	0.00
hsa-miR-4781-3p	2.00	9.00	0.00	3.00
hsa-miR-4781-5p	0.00	0.00	0.00	0.00
hsa-miR-4782-3p	0.00	0.00	0.00	0.00
hsa-miR-4782-5p	0.00	0.00	0.00	0.00
hsa-miR-4783-3p	0.00	0.00	0.00	0.00
hsa-miR-4783-5p	0.00	0.00	0.00	0.00
hsa-miR-4784	1.00	0.00	0.00	0.00
hsa-miR-4785	0.00	0.00	0.00	0.00
hsa-miR-4786-3p	0.00	0.00	0.00	0.00
hsa-miR-4786-5p	0.00	0.00	0.00	0.00
hsa-miR-4787-3p	0.00	0.00	0.00	0.00
hsa-miR-4787-5p	0.00	0.00	0.00	0.00
hsa-miR-4788	0.00	0.00	0.00	0.00
hsa-miR-4789-3p	0.00	0.00	0.00	0.00
hsa-miR-4789-5p	0.00	0.00	0.00	0.00
hsa-miR-4790-3p	0.00	0.00	0.00	0.00
hsa-miR-4790-5p	0.00	0.00	0.00	0.00
hsa-miR-4791	0.00	0.00	0.00	0.00
hsa-miR-4792	0.00	0.00	0.00	0.00
hsa-miR-4793-3p	0.00	0.00	0.00	0.00
hsa-miR-4793-5p	0.00	0.00	0.00	0.00
hsa-miR-4794	0.00	0.00	0.00	0.00
hsa-miR-4795-3p	0.00	0.00	0.00	0.00
hsa-miR-4795-5p	0.00	0.00	0.00	0.00
hsa-miR-4796-3p	0.00	0.00	0.00	0.00
hsa-miR-4796-5p	0.00	0.00	0.00	0.00
hsa-miR-4797-3p	0.00	0.00	0.00	0.00
hsa-miR-4797-5p	0.00	0.00	0.00	0.00
hsa-miR-4798-3p	0.00	0.00	0.00	0.00
hsa-miR-4798-5p	0.00	0.00	0.00	0.00
hsa-miR-4799-3p	0.00	0.00	0.00	0.00
hsa-miR-4799-5p	0.00	0.00	0.00	0.00
hsa-miR-4800-3p	0.00	0.00	0.00	0.00
hsa-miR-4800-5p	0.00	0.00	0.00	0.00
hsa-miR-4801	0.00	0.00	0.00	0.00
hsa-miR-4802-3p	0.00	2.00	0.00	0.00
hsa-miR-4802-5p	0.00	0.00	0.00	0.00
hsa-miR-4803	0.00	0.00	0.00	0.00
hsa-miR-4804-3p	0.00	0.00	0.00	0.00
hsa-miR-4804-5p	0.00	0.00	0.00	0.00
hsa-miR-483-3p	0.00	0.00	0.00	0.00
hsa-miR-483-5p	0.00	0.00	0.00	0.00
hsa-miR-484	0.00	1.00	1.00	1.00
hsa-miR-485-3p	0.00	0.00	0.00	0.00
hsa-miR-485-5p	0.00	1.00	0.00	0.00
hsa-miR-486-3p	0.00	0.00	0.00	0.00
hsa-miR-486-5p	0.00	0.00	0.00	0.00
hsa-miR-487a	0.00	0.00	0.00	0.00
hsa-miR-487b	0.00	0.00	0.00	0.00
hsa-miR-488-3p	0.00	0.00	0.00	1.00
hsa-miR-488-5p	0.00	0.00	0.00	0.00
hsa-miR-489	0.00	0.00	0.00	0.00
hsa-miR-490-3p	0.00	0.00	0.00	0.00
hsa-miR-490-5p	0.00	0.00	0.00	0.00
hsa-miR-491-3p	0.00	0.00	0.00	0.00
hsa-miR-491-5p	0.00	0.00	1.00	0.00
hsa-miR-492	0.00	0.00	0.00	0.00
hsa-miR-493-3p	0.00	0.00	0.00	0.00
hsa-miR-493-5p	0.00	0.00	0.00	0.00
hsa-miR-494	0.00	0.00	0.00	0.00
hsa-miR-495-3p	0.00	0.00	0.00	0.00
hsa-miR-495-5p	0.00	0.00	0.00	0.00
hsa-miR-496	0.00	0.00	0.00	0.00
hsa-miR-497-3p	0.00	0.00	0.00	0.00
hsa-miR-497-5p	0.00	0.00	0.00	0.00
hsa-miR-498	0.00	0.00	0.00	0.00
hsa-miR-4999-3p	0.00	0.00	0.00	0.00
hsa-miR-4999-5p	0.00	1.00	0.00	1.00
hsa-miR-499a-3p	0.00	0.00	0.00	0.00
hsa-miR-499a-5p	0.00	0.00	0.00	0.00
hsa-miR-499b-3p	0.00	0.00	0.00	0.00
hsa-miR-499b-5p	0.00	0.00	0.00	0.00
hsa-miR-5000-3p	0.00	0.00	0.00	0.00
hsa-miR-5000-5p	0.00	0.00	0.00	0.00
hsa-miR-5001-3p	0.00	0.00	0.00	0.00
hsa-miR-5001-5p	1.00	0.00	0.00	0.00
hsa-miR-5002-3p	0.00	0.00	0.00	0.00
hsa-miR-5002-5p	0.00	0.00	0.00	0.00
hsa-miR-5003-3p	0.00	0.00	0.00	0.00
hsa-miR-5003-5p	0.00	1.00	0.00	0.00
hsa-miR-5004-3p	0.00	0.00	0.00	0.00
hsa-miR-5004-5p	0.00	0.00	0.00	0.00
hsa-miR-5006-3p	0.00	0.00	0.00	0.00
hsa-miR-5006-5p	0.00	0.00	0.00	0.00
hsa-miR-5007-3p	0.00	0.00	0.00	0.00
hsa-miR-5007-5p	0.00	0.00	0.00	0.00
hsa-miR-5008-3p	4.00	2.00	2.00	3.00
hsa-miR-5008-5p	11.00	11.00	2.00	12.00
hsa-miR-5009-3p	0.00	0.00	0.00	0.00
hsa-miR-5009-5p	0.00	0.00	0.00	0.00
hsa-miR-500a-3p	1.00	2.00	0.00	0.00
hsa-miR-500a-5p	0.00	0.00	0.00	0.00
hsa-miR-500b	0.00	0.00	0.00	0.00
hsa-miR-5010-3p	0.00	0.00	0.00	0.00
hsa-miR-5010-5p	0.00	0.00	0.00	0.00
hsa-miR-5011-3p	0.00	0.00	0.00	0.00
hsa-miR-5011-5p	0.00	0.00	0.00	0.00
hsa-miR-501-3p	2.00	1.00	0.00	0.00
hsa-miR-501-5p	0.00	0.00	0.00	0.00
hsa-miR-502-3p	0.00	0.00	0.00	0.00
hsa-miR-502-5p	0.00	0.00	0.00	0.00
hsa-miR-503-3p	0.00	0.00	0.00	0.00
hsa-miR-503-5p	2.00	0.00	0.00	0.00
hsa-miR-504	0.00	0.00	0.00	0.00
hsa-miR-5047	0.00	0.00	0.00	0.00
hsa-miR-505-3p	0.00	2.00	0.00	0.00
hsa-miR-505-5p	0.00	0.00	0.00	2.00
hsa-miR-506-3p	0.00	0.00	0.00	0.00
hsa-miR-506-5p	0.00	0.00	0.00	0.00
hsa-miR-507	0.00	0.00	0.00	0.00
hsa-miR-508-3p	0.00	0.00	0.00	0.00
hsa-miR-508-5p	0.00	0.00	0.00	0.00
hsa-miR-5087	0.00	1.00	2.00	1.00
hsa-miR-5088	0.00	0.00	0.00	0.00
hsa-miR-5089-3p	0.00	0.00	0.00	0.00
hsa-miR-5089-5p	0.00	0.00	0.00	0.00
hsa-miR-5090	0.00	0.00	0.00	0.00
hsa-miR-5091	0.00	0.00	0.00	0.00
hsa-miR-5092	0.00	0.00	0.00	0.00
hsa-miR-5093	0.00	0.00	0.00	0.00
hsa-miR-509-3-5p	0.00	0.00	0.00	0.00
hsa-miR-509-3p	0.00	0.00	0.00	0.00
hsa-miR-5094	0.00	0.00	0.00	0.00
hsa-miR-5095	0.00	0.00	0.00	0.00
hsa-miR-509-5p	0.00	0.00	0.00	0.00
hsa-miR-5096	0.00	0.00	0.00	0.00
hsa-miR-510	0.00	0.00	0.00	0.00
hsa-miR-5100	0.00	0.00	0.00	0.00
hsa-miR-511	0.00	0.00	0.00	0.00
hsa-miR-512-3p	0.00	0.00	0.00	0.00
hsa-miR-512-5p	0.00	0.00	0.00	0.00
hsa-miR-513a-3p	0.00	0.00	0.00	0.00
hsa-miR-513a-5p	0.00	0.00	0.00	0.00
hsa-miR-513b	0.00	0.00	0.00	0.00
hsa-miR-513c-3p	0.00	0.00	0.00	0.00
hsa-miR-513c-5p	0.00	0.00	0.00	0.00
hsa-miR-514a-3p	0.00	0.00	0.00	0.00
hsa-miR-514a-5p	0.00	0.00	0.00	0.00
hsa-miR-514b-3p	0.00	0.00	0.00	0.00
hsa-miR-514b-5p	0.00	0.00	0.00	0.00
hsa-miR-515-3p	0.00	0.00	0.00	0.00
hsa-miR-515-5p	0.00	0.00	0.00	0.00
hsa-miR-516a-3p	0.00	0.00	0.00	0.00
hsa-miR-516a-5p	0.00	0.00	0.00	0.00
hsa-miR-516b-3p	0.00	0.00	0.00	0.00
hsa-miR-516b-5p	0.00	0.00	0.00	0.00
hsa-miR-517-5p	0.00	0.00	0.00	0.00
hsa-miR-517a-3p	0.00	0.00	0.00	0.00
hsa-miR-517b-3p	0.00	0.00	0.00	0.00
